교과목명,학정번호,학점
LEGAL APPROACH TO HEALTH AND TECHNOLOGY,STP3008,3
BIG DATA AND PRIVACY,STP3009,3
"KNOWLEDGE, INFORMATION AND SOCIETY",STP3010,3
DISPUTE RESOLUTION TECH,STP3011,3
TEXT ANALYSIS WITH R,STP3012,3
COMPUTATIONAL POLICY AND PROJECT ANALYSIS,STP3013,3
"SCIENCE, TECHNOLOGY, INNOVATION AND POLICY",STP4001,3
"SEMINAR ON SCIENCE, TECHNOLOGY, AND POLICY ISSUES",STP4002,3
TECHNOLOGIES AND SOCIAL CHANGES IN A CONNECTED SOCIETY,STP4003,3
TRANSFORMATIVE SOCIAL INNOVATION,STP4004,3
POLICY EVALUATION IN PRACTICE,STP4005,3
TECHNOLOGIES IN FINANCIAL INDUSTRY AND POLICY,STP4006,3
TECHNOLOGY AND WORK,STP4008,3
데이터구조론,SWE2001,3
오픈소스SW와리눅스,SWE2002,3
객체지향프로그래밍,SWE2003,3
논리회로설계,SWE2004,3
회로이론,SWE2005,3
기초데이터구조,SWE2006,3
알고리즘기초,SWE2007,3
시스템프로그래밍,SWE2008,3
웹프로그래밍,SWE2009,3
컴퓨터구조론,SWE2010,3
신호및시스템,SWE2011,3
선형대수입문,SWE2012,3
SW창의설계,SWE2013,2
기초알고리즘,SWE2014,3
기초프로그래밍,SWE2015,3
운영체제,SWE3001,3
프로그래밍언어구조론,SWE3002,3
윈도우프로그래밍,SWE3003,3
확률및랜덤변수,SWE3004,3
선형대수활용,SWE3005,3
AI수학,SWE3006,3
마이크로프로세서,SWE3007,3
통신시스템,SWE3008,3
암호학,SWE3009,3
SW프로젝트실전영어,SWE3010,2
영상처리,SWE3011,3
디지털통신,SWE3012,3
소프트웨어공학,SWE3013,3
병렬프로그래밍,SWE3014,3
모바일프로그래밍,SWE3015,3
인공지능,SWE3016,3
데이터베이스,SWE3017,3
데이터마이닝,SWE3018,3
디지털신호처리,SWE3019,3
수치해석과최적화,SWE3020,3
그래프이론과활용,SWE3021,3
임베디드시스템,SWE3022,3
컴퓨터네트워크,SWE3023,3
정보보안,SWE3024,3
오픈소스SW응용과제,SWE3025,3
(기존 CSE3007),SWE3026,3
융합SW인턴십,SWE3027,3
융합SW프로젝트,SWE3028,3
컴파일러설계,SWE4001,3
웹서비스응용,SWE4002,3
기계학습개론,SWE4003,3
빅데이터처리,SWE4004,3
지능형멀티미디어시스템,SWE4005,3
수치편미분방정식,SWE4006,3
로봇알고리즘,SWE4007,3
임베디드하드웨어설계,SWE4008,3
데이터통신,SWE4009,3
컴퓨터보안,SWE4010,3
산학공동프로젝트,SWE4011,2
학부연구(1),SWE4012,2
소프트웨어검증,SWE4013,3
알고리즘분석,SWE4014,3
자연어처리,SWE4015,3
바이오컴퓨팅,SWE4016,3
정보검색,SWE4017,3
스마트미디어통신,SWE4018,3
모델링및시뮬레이션,SWE4019,3
산업수학과역문제,SWE4020,3
IoT응용프로그래밍,SWE4021,3
정보보안응용,SWE4022,3
디지털포렌식,SWE4023,3
프로젝트몰입과제,SWE4024,9
PBL2Startup프로젝트,SWE4025,9
학부연구(2),SWE4026,2
SW엔지니어소양세미나,SWE4027,1
융합캡스톤디자인,SWE4028,2
SW인턴십(1),SWE4029,1
SW인턴십(2),SWE4030,1
SW인턴십(3),SWE4031,1
SW인턴십(4),SWE4032,9
SW장기인턴십(1),SWE4033,2
SW장기인턴십(2),SWE4034,2
SW장기인턴십(3),SWE4035,2
AI보안,SWE4036,3
회로이론,SYS2101,3
아날로그회로실험,SYS2102,3
기초디지털논리회로,SYS2103,3
재료과학의기초,SYS2104,3
데이터구조및알고리즘,SYS2105,3
시스템반도체개론,SYS2106,3
신호와시스템,SYS3001,3
전자회로1,SYS3002,3
전자기학,SYS3004,3
반도체소자물리,SYS3005,3
확률및랜덤변수,SYS3101,3
전자회로설계및실험,SYS3102,3
전자회로2,SYS3103,3
컴퓨터구조론,SYS3104,3
양자역학,SYS3105,3
메모리소자,SYS3106,3
운영체제,SYS3107,3
디지털설계및실험,SYS3108,3
디지털집적회로설계,SYS3201,3
시스템반도체설계론,SYS3202,3
MPU설계,SYS3203,3
MPU설계실험,SYS3204,3
고체물리학,SYS3205,3
반도체공정론,SYS3206,3
시스템반도체소프트웨어설계,SYS3208,3
시스템프로그래밍,SYS3209,3
아날로그집적회로설계,SYS4101,3
반도체소자제작실험,SYS4105,3
인공지능개론,SYS4106,3
현장학습,SYS4203,3
시스템반도체설계,SYS4204,3
디지털IC설계실험,SYS4205,3
기계학습개론,SYS4207,3
시스템아카텍처특론,SYS4208,3
로직소자,SYS4209,3
NEW PRODUCT AND SERVICE DEVELOPMENT,TAP3001,3
TECHNO-ART CAPSTONE PROJECT,TAP4001,6
SOCIAL INNOVATION CAPSTONE PROJECT,TAP4003,2
신학실천ⓟ,THE1003,1
연세신학입문,THE1205,3
신앙과정신건강,THE2004,3
종교심리학,THE2007,3
기독교상담의이론과실제,THE2009,3
사회와실천,THE2015,3
문화와상상력,THE2016,3
한국교회사,THE2301,3
신학과사상개론,THE2906,3
신학방법론,THE2907,3
텍스트와해석101,THE2908,3
성서히브리어1,THE2909,3
생태학과심리치료,THE2914,3
진로코칭과소명,THE3213,3
한국신학의거인들,THE3216,3
성서그리스어1,THE3219,3
그리스로마문학과신약성서,THE3220,3
비서구기독교사,THE3307,3
조직신학,THE3406,3
인공지능과종교,THE3409,3
기독교윤리학,THE3501,3
사회윤리학,THE3502,3
"시장,윤리사회",THE3506,3
"폭력,화해평화",THE3509,3
삶과죽음사이:의료생명윤리,THE3510,3
약속의땅과이주민,THE3515,3
기독교교육학,THE3601,3
최근의기독교교육연구,THE3607,3
문화신학,THE3813,3
종교적상상력과예술,THE3821,3
섹슈엘리티와영성,THE3825,3
선교와국제개발협력,THE3826,3
대인관계와성숙한삶,THE3827,3
해석학의역사,THE3909,3
정신분석과종교,THE3910,3
여성신학,THE3914,3
인간과종교,THE3916,3
현대신학의거인들,THE3917,3
21세기다문화신학,THE3921,3
고대이스라엘의종교와역사,THE3922,3
글로벌시대의기독교교육학,THE3923,3
무신론과종교비판,THE3927,3
비판사회학과기독교교육,THE3932,3
성서그리스어2,THE3933,3
예술과종교,THE3935,3
세계교회사1,THE3939,3
남북화해와북한선교,THE3940,3
철학과신학의만남,THE3941,3
세계교회사2,THE3943,3
성서히브리어2,THE3945,3
생태와신학의만남,THE3946,3
"종교,교육,실천",THE3947,3
이야기심리학과상담,THE3951,3
"예언자:역사,메시지상황화",THE3952,3
바울의삶과정치신학,THE3955,3
사도들의 선교,THE3966,3
몸의철학과신학,THE3967,3
발달심리와인간성장,THE3968,3
"정의,평화,생명",THE3969,3
종교와사회변동,THE3970,3
초기기독교와인종담론,THE4203,3
"돌봄,상담그리고코칭",THE4916,3
신학적상상력,THE4918,3
신학과인도주의,THE4919,3
"유대교로, 마제국,진리그, 리고요한복음",THE4924,3
오늘의눈으로다시보는구약성서의신학,THE4925,3
"오경해석:기억,역사정체성",THE4927,3
외교통상국제기구론,TRA3101,3
외교통상투자분쟁해결사례연구,TRA3105,3
통합사회교재연구및지도법,TTM3015,3
통합과학교재연구및지도법 영역-3과목,TTM3021,3
교육학개론,TTP2001,2
교육철학 및 교육사,TTP2002,2
교육방법 및 교육공학,TTP2004,2
교육사회,TTP2005,2
교육심리,TTP2006,2
교육행정 및 교육경영,TTP2007,2
교육봉사활동(1),TTP2008,1
교육봉사활동(2),TTP2009,1
교육과정,TTP2010,2
교육평가,TTP2011,2
국어교재연구및지도법,TTP3801,2
중국어교재연구및지도법,TTP3802,2
영어교재연구및지도법,TTP3803,3
독어교재연구및지도법,TTP3804,2
불어교재연구및지도법,TTP3805,2
노어교재연구및지도법,TTP3806,2
역사교재연구및지도법,TTP3807,3
철학교재및연구법,TTP3808,2
심리학교재연구및지도법,TTP3811,2
수학교재및연구지도법 I,TTP3812,2
과학교재연구및지도법,TTP3813,3
지구과학교재연구법,TTP3814,3
종교교재연구및지도법,TTP3815,2
음악교재연구및지도법,TTP3816,2
유아교재연구및지도법,TTP3817,2
공통사회교재연구및지도법,TTP3818,2
철학교육론,TTP3820,3
철학논리및논술,TTP3822,3
음악교육과정,TTP3823,3
음악교육론,TTP3824,3
프랑스어교육론,TTP3825,3
독일어교육론,TTP3826,3
외국어평가방법론,TTP3829,3
러시아어교육론,TTP3846,3
교육실습(중등학교),TTP4001,2
교육현장연구지도,TTP4007,1
교직실무¹⁾,TTP4008,2
수학교육론,TTP4009,3
수리논리및논술,TTP4010,3
학교폭력예방및학생의이해¹⁾,TTP4100,2
CELL BIOLOGY (1),UBC2002,3
CELL BIOLOGY (2),UBC2003,3
ECOLOGY,UBC2004,3
ISE BIOCHEMISTRY (1),UBC2005,3
LAB ON BIOCHEMISTRY AND MOLECULAR BIOLOGY,UBC3002,3
IMMUNOLOGY,UBC3003,3
PHYSIOLOGY,UBC3005,3
ISE MOLECULAR BIOLOGY,UBC3007,3
INTRODUCTION TO SYNTHETIC BIOLOGY AND CELL ENGINEERING,UBC3008,3
MOLECULAR BIOLOGY OF CANCER,UBC3009,3
BIOMATERIALS,UBC3101,3
BC SENIOR THESIS,UBC4001,3
CHEMICAL BIOLOGY,UBC4002,3
NEURODEGENERATIVE DISORDERS,UBC4004,3
CONCEPTS IN BIOINFORMATICS,UBC4005,3
INTRODUCTION TO COMPUTATIONAL NEUROSCIENCE,UBC4006,3
BIOTECHNOLOGY,UBC4007,3
SYNTHETIC BIOLOGY AND GENETIC ENGINEERING,UBC4012,3
IMMUNOENGINEERING,UBC4013,3
시민사회와자원봉사,UCD1105,3
미술사,UCE1102,3
세계화시대의국제관계,UCF1104,3
동아시아신화기행,UCG1130,3
페미니즘의이해,UCI1124,3
사회봉사,UCI2001,3
일본의문화와예술,UCK1109,3
러시아어연습(1),UCK1130,3
Yonsei RC101,UCR1007,1
사회참여,UCR1015,1
FRESHMAN WRITING INTENSIVE SEMINAR (WRITING TUTORIAL),UIC1101,3
SCIENTIFIC WRITING,UIC1151,3
"WORLD LITERATURE: LITERATURE, CULTURE, AND MEDIA",UIC1200,3
WORLD LITERATURE: CLASSICAL LITERATURE,UIC1201,3
WORLD LITERATURE: EAST ASIAN LITERATURE,UIC1251,3
WORLD LITERATURE: MODERN EUROPEAN LITERATURE,UIC1301,3
WORLD LITERATURE: ENGLISH AND AMERICAN LITERATURE,UIC1351,3
WORLD LITERATURE: COMPARATIVE LITERATURE,UIC1401,3
WORLD LITERATURE: MODERN JAPANESE LITERATURE,UIC1451,3
WORLD HISTORY: GROUP I,UIC1501,3
SOCIAL COGNITION,UIC1502,3
HISTORY OF SCIENCE & TECHNOLOGY,UIC1541,3
WORLD HISTORY: GROUP II,UIC1551,3
WESTERN CIVILIZATION,UIC1561,3
EASTERN CIVILIZATION,UIC1581,3
TOPICS IN FICTION,UIC1601,3
WORLD HISTORY: DIVIDED TOGETHER,UIC1653,3
INTRODUCTION TO LAW,UIC1709,3
SCIENCE IN SOCIETY,UIC1751,3
INTRODUCTION TO MUSIC AND ITS MEANING,UIC1802,3
BEGINNING KOREAN(1),UIC1804,3
BEGINNING CHINESE(1),UIC1805,3
BEGINNING JAPANESE(1),UIC1806,3
BEGINNING KOREAN(2),UIC1808,3
BEGINNING CHINESE(2),UIC1809,3
BEGINNING JAPANESE(2),UIC1810,3
WORLD PHILOSOPHY,UIC1901,3
UIC RESEARCH PROJECT - GLOBAL,UIC1910,1
WORLD LITERATURE: 18-19TH CENTURY LITERATURE,UIC1915,3
INTRODUCTION TO THE SCIENCE OF THE MIND,UIC1918,3
SCIENCE IN CONTEXT,UIC1920,3
UIC RESEARCH PROJECT - KOREA,UIC1923,1
UIC ORGANIC CHEMISTRY (2),UIC2003,3
UIC ORGANIC CHEMISTRY (1),UIC2004,3
CRITICAL REASONING,UIC2101,3
RESEARCH DESIGN AND QUANTITATIVE METHODS,UIC2151,3
INTERMEDIATE KOREAN(1),UIC2302,3
INTERMEDIATE JAPANESE(1),UIC2306,3
INTERMEDIATE CHINESE(1),UIC2307,3
INTERMEDIATE KOREAN(2),UIC2310,3
INTERMEDIATE CHINESE(2),UIC2311,3
INTERMEDIATE JAPANESE(2),UIC2312,3
INTRODUCTION TO CREATIVE WRITING,UIC2313,3
DISTINGUISHED VISITING FACULTY SEMINAR,UIC3101,3
SOCIAL CHANGE IN MODERN KOREA,UIC3112,3
ADVANCED KOREAN,UIC3201,3
ADVANCED CHINESE,UIC3202,3
ADVANCED JAPANESE,UIC3203,3
ADVANCED KOREAN READING,UIC3204,3
ADVANCED CHINESE READING,UIC3205,3
ADVANCED JAPANESE READING,UIC3206,3
ADVANCED KOREAN WRITING,UIC3207,3
UIC SEMINAR,UIC3501,3
MORAL PSYCHOLOGY,UIC3511,3
LAW AND THE 4TH INDUSTRIAL REVOLUTION,UIC3512,3
ART AND SOCIETY,UIC3513,3
HISTORY AND MEMORY IN EAST ASIA,UIC3514,3
LAW AND TECHNOLOGY,UIC3515,3
SPECIAL TOPICS IN FICTION,UIC3516,3
TOPICS IN ECONOMIC HISTORY,UIC3517,3
ITALIAN RENAISSANCE ART,UIC3519,3
ADVANCED FICTION WORKSHOP,UIC3520,3
SPECIAL TOPICS IN POETRY,UIC3522,3
TOPICS IN GENDER STUDIES,UIC3523,3
TOPICS IN JAPANESE HISTORY,UIC3524,3
ABNORMAL PSYCHOLOGY,UIC3525,3
TECHNOLOGY AND SOCIETY,UIC3527,3
TOPICS IN LITERARY TRANSLATION 󰎇,UIC3528,3
SHINHAN SEMINAR: LITERATURE,UIC3529,3
PHILOSOPHY AND THE ARTS,UIC3531,3
BUSINESS AND SOCIAL RESPONSIBILITY,UIC3532,3
ADVANCED STUDIES IN COMMUNICATION,UIC3533,3
ADVANCED DEBATE WORKSHOP,UIC3535,3
ETHNOGRAPHIC APPROACHES,UIC3536,3
TOPICS IN ECONOMICS,UIC3537,3
MARRIAGE AND THE FAMILY,UIC3538,3
ADVANCED CREATIVE WRITING: NARRATIVE COMPOSITION,UIC3546,3
TOPICS IN POSTCOLONIAL STUDIES,UIC3547,3
DREAMS AND DREAM WRITING,UIC3548,3
WALTER BENJAMIN'S CITIES,UIC3549,3
STUDIES IN ANGLOPHONE LITERATURE,UIC3550,3
MODERN GERMAN PHILOSOPHY,UIC3552,3
MODERN FRENCH HISTORY,UIC3553,3
TOPICS IN JAPANESE LITERATURE AND CULTURE,UIC3554,3
COMPARATIVE POLITICAL PHILOSOPHY,UIC3555,3
STUDIES IN ENGLISH LITERATURE,UIC3556,3
TOPICS IN ASIAN LITERATURE,UIC3557,3
STUDIES IN AMERICAN LITERATURE,UIC3558,3
TOPICS IN THE PHILOSOPHY OF SCIENCE,UIC3559,3
TOPICS IN SOCIAL HISTORY,UIC3560,3
THE HISTORY OF SEXUALITY,UIC3561,3
LITERARY THEORY AND CRITICISM,UIC3562,3
INTRODUCTION TO CONTINENTAL PHILOSOPHY,UIC3563,3
NATURE WRITING,UIC3564,3
HISTORY OF CHINA: THEMES AND METHODS,UIC3565,3
STUDIES IN POETRY,UIC3566,3
WORLD WAR I: GLOBAL PERSPECTIVES,UIC3567,3
TOPICS IN CLASSICAL GREEK PHILOSOPHY,UIC3568,3
LITERATURE AND PSYCHOANALYSIS,UIC3569,3
METHODS AND CONCEPT FOR THE STUDY OF HISTORY,UIC3572,3
THE GOOD LIFE,UIC3573,3
FORMAL METHODS,UIC3574,3
MODERN GERMAN HISTORY,UIC3575,3
VISUAL CULTURE,UIC3576,3
"INTRODUCTION TO LITERARY THEORY: LANGUAGE, CULTURE, MYTH",UIC3577,3
"AESTHETICS, POLITICS AND HISTORY IN KANT",UIC3578,3
TOPICS IN MODERN KOREAN HISTORY,UIC3579,3
CRIME FICTION,UIC3580,3
TOPICS IN AESTHETICS,UIC3581,3
EMPIRES IN WORLD HISTORY,UIC3582,3
BRITISH AND IRISH HISTORY,UIC3583,3
"PHOTOGRAPHY, WAR, AND HISTORY",UIC3584,3
TOPICS IN GERMAN IDEALISM,UIC3585,3
TWENTIETH-CENTURY PHILOSOPHY OF SCIENCE,UIC3586,3
"CULTURE, MEDIA, AND THE POLITICS OF BEAUTY",UIC3587,3
BIBLICAL LITERATURE AND THE ANCIENT NEAR EAST,UIC3588,3
TOPICS IN MEDIA STUDIES,UIC3589,3
SHINHAN SEMINAR: PHILOSOPHY,UIC3591,3
MODERNISM AND MYTHOLOGY,UIC3592,3
REGIONALISM IN EAST ASIA,UIC3593,3
AMERICAN INDEPENDENT CINEMA,UIC3594,3
"METAPHYSICS: SELF, IDENTITY, AND FREE WILL",UIC3595,3
SHINHAN SEMINAR: HISTORY,UIC3596,3
TRANSLATION OF ASIA THROUGH FILM,UIC3597,3
FICTION WORKSHOP: FROM SHORT STORY TO NOVEL,UIC3600,3
STUDIES IN SHAKESPEARE,UIC3602,3
FRENCH CINEMA,UIC3603,3
"LANGUAGE, HISTORY AND POLITICS IN JEAN-JACQUES ROUSSEAU",UIC3604,3
TOPICS IN CONTINENTAL PHILOSOPHY,UIC3605,3
READINGS IN COLONIAL PERIOD KOREAN LITERATURE,UIC3606,3
TOPICS IN COMPARATIVE LITERATURE,UIC3607,3
INTERNATIONAL RELATIONS OF THE ASIA-PACIFIC,UIC3610,3
MODERN KOREAN LITERATURE,UIC3611,3
HISTORY OF CHINA: TIME AND SPACE,UIC3613,3
LAW AND POLICY,UIC3614,3
THE SOCIOLOGY OF BIBLICAL LITERATURE,UIC3615,3
HISTORY AND FICTION,UIC3616,3
"MASCULINITIES, MODERNITY, AND MEN",UIC3617,3
ADVANCED STUDIES IN POETRY,UIC3618,3
MODERNITY AND FASHION THEORY,UIC3619,3
GENRE STUDIES: READING AND WRITING GENRE FICTION,UIC3620,3
TOPICS IN FILM STUDIES,UIC3622,3
COLONIAL HISTORY,UIC3623,3
TOPICS IN COGNITIVE SCIENCE,UIC3625,3
LITERATURE AND PEDAGOGY,UIC3629,3
WORLD WAR Ⅱ: GLOBAL PERSPECTIVES,UIC3630,3
ADVANCED STUDIES IN FICTION AND PROSE,UIC3631,3
THE NEW HOLLYWOOD,UIC3632,3
FICTIONS WORKSHOP: EXPLORING BORDERS,UIC3633,3
TOPICS IN EUROPEAN HISTORY,UIC3634,3
PHILOSOPHY OF PSYCHOANALYSIS,UIC3636,3
GENDER IN EURASIAN HISTORY,UIC3638,3
"GENERATING, READING AND CRAFTING POETRY WRITTEN FOR THE NOW",UIC3640,3
TOPICS IN ASIAN ART,UIC3641,3
CREATIVE LITERARY TRANSLATION: FROM THEORY TO EXPERIMENT,UIC3642,3
MAJOR PHILOSOPHERS,UIC3643,3
TOPICS IN MODERNISM,UIC3644,3
TOPICS IN INTELLECTUAL HISTORY,UIC3645,3
TOPICS IN RELIGIOUS HISTORY,UIC3646,3
TOPICS IN CRITICAL THEORY,UIC3647,3
STUDIES IN MODERN EUROPEAN LITERATURE,UIC3648,3
TOPICS IN CULTURAL STUDIES,UIC3649,3
PERSPECTIVES ON LAW IN SOCIETY,UIC3650,3
LIFE WRITING,UIC3652,3
ATLANTIC WORLD HISTORY,UIC3653,3
PHILOSOPHY OF KNOWLEDGE,UIC3654,3
PHILOSOPHY OF RACE AND GENDER,UIC3655,3
"SCIENCE, MEDICINE, AND SOCIETY",UIC3656,3
SOCIOLOGY OF EDUCATION,UIC3657,3
TOPICS IN COMPARATIVE HISTORY,UIC3658,3
TOPICS IN FEMINISM,UIC3659,3
TOPICS IN GLOBAL INNOVATION,UIC3660,3
SHINHAN SEMINAR,UIC3661,3
CULTURAL TRADITION IN EAST ASIA,UIC3663,3
SENIOR THESIS: INDEPENDENT STUDY,UIC4801,3
SHINHAN VISITING FACULTY SEMINAR,UIC4803,3
기독교의이해,UNB1001,3
기독교의이해,UNB2001,3
의학영어(3영역),UWD2002,3
벤처와스타트업경영실제,VEN3103,3
블록체인비즈니스,VEN3105,3
정보미디어실습,VID2001,3
편집디자인개론,VID2003,3
시각디자인1,VID2006,3
편집디자인(1),VID2007,3
타이포그래피(2),VID2008,3
일러스트레이션,VID2012,3
패키지디자인기초,VID2013,3
타이포그래피,VID2015,3
타입&이미지,VID2016,3
인터랙티브디자인(캡스톤디자인),VID2018,3
모션그래픽스,VID2019,3
사진과디지털이미지,VID2020,3
시각디자인(2),VID3001,3
편집디자인(2),VID3003,3
디자인비즈니스,VID3018,3
그래픽디자인(1),VID3020,3
커뮤니케이션디자인응용,VID3024,3
패키지디자인(캡스톤디자인),VID3025,3
졸업작품워크샵(캡스톤디자인),VID3027,3
정보디자인,VID3033,3
비주얼콘텐츠디자인(캡스톤디자인),VID3035,3
아이덴티티디자인,VID3036,3
비주얼인터랙션디자인(캡스톤디자인),VID3037,3
영상콘텐츠디자인,VID3038,3
포트폴리오웍샵(캡스톤디자인),VID4001,3
졸업프로젝트(캡스톤디자인),VID4002,3
브랜드커뮤니케이션디자인,VID4003,3
광고콘텐츠디자인,VID4008,3
인터랙션디자인스튜디오,VID4010,3
전공실기,VOM1101,3
합창(베리타스콰이어),VOM1102,2
독일어딕션(1),VOM1203,1
독일어딕션(2),VOM1204,1
이태리어딕션(1),VOM1205,1
이태리어딕션(2),VOM1206,1
불어딕션(1),VOM2205,1
불어딕션(2),VOM2206,1
영어딕션(1),VOM2207,1
영어딕션(2),VOM2208,1
이태리가곡클래스(1),VOM2209,2
이태리가곡클래스(2),VOM2210,2
IPA(1),VOM2211,1
IPA(2),VOM2213,1
독일가곡클래스(1),VOM3201,2
독일가곡클래스(2),VOM3202,2
불어가곡클래스(1),VOM3203,2
불어가곡클래스(2),VOM3204,2
성악문헌(1),VOM3209,2
성악문헌(2),VOM3210,2
음성학,VOM3211,1
영어가곡클래스(1),VOM3212,2
영어가곡클래스(2),VOM3213,2
오페라앙상블클래스(1),VOM4218,3
오페라액팅클래스(1),VOM4221,3
오페라액팅클래스(2),VOM4222,3
오페라앙상블클래스(2),VOM4223,3
한국가곡클래스(1),VOM4224,2
한국가곡클래스(2),VOM4225,2
세포유전학,WCM1105,3
의화학,WCM1107,3
노벨생리의학상,WCM1111,2
비거게임,WCM1112,3
합창,WCM1113,3
환자-의사-사회Ⅰ(2영역),WCM1114,3
클래식음악의이해와감상,WCM1116,3
인체발생학,WCM2108,3
채플,WCM2216,0.5
채플,WCM2217,0.5
인체의구조Ⅰ,WCM2301,7
인체의구조Ⅱ,WCM2302,4
세포의기능과조절Ⅰ,WCM2303,6
환자-의사-사회I,WCM2304,3
세포의기능과조절Ⅱ,WCM2306,2.5
병리학,WCM2307,2.5
약리의이해,WCM2308,3
기초신경과학,WCM2309,4
감염병학의기초,WCM2310,3
환자-의사-사회II,WCM2311,2
의통계학및실습,WCM2313,2
창의의학입문,WCM2314,2
국제협력과국제의료,WCM3121,2
환자-의사-사회Ⅲ,WCM3123,2
면역학,WCM3124,3
감염학,WCM3125,4
호흡기학,WCM3126,5
순환기학,WCM3127,5
소화기학,WCM3128,6
내분비대사학,WCM3130,5
혈액및종양학,WCM3131,5
기초의학종합평가,WCM3132,1
외과학의이해,WCM3645,1
채플ⓟ,WCM3646,0.5
채플ⓟ,WCM3647,0.5
기독교와의학,WCM4131,2
신경과학,WCM4142,2
정신과학,WCM4143,2
생식및여성의학,WCM4144,6
질병예방과건강증진,WCM4145,4
임상의학시기성과Iⓟ,WCM4146,1
신장비뇨기계학,WCM4147,3
근골격학,WCM4148,3
성장과노화,WCM4149,4
피부감각기,WCM4150,3
응급,WCM4151,1
의료정보학,WCM4152,1
