교과목명,학정번호,학점
MEDICI 장기 현장실습,PKG3028,9
패키징고분자개론,PKG3035,3
물류보관하역론,PKG3036,3
화물운송론,PKG3037,3
물류관리론,PKG3038,3
유리및금속패키징재료학,PKG3039,3
패키징마케팅학,PKG3040,3
패키징유기화학,PKG3041,3
특수패키징학,PKG4016,3
패키징물류와환경,PKG4017,3
패키징품질관리,PKG4020,3
패키징인턴십(1),PKG4021,1
패키징인턴십(2),PKG4022,1
패키징인턴십(3),PKG4023,1
패키징인턴십(4),PKG4024,1
학부연구(1),PKG4025,2
학부연구(2),PKG4026,2
학부연구(3),PKG4027,2
학부연구(4),PKG4028,2
패키징물류정보관리,PKG4031,3
패키징물류정보관리,PKG4037,3
강원혁신플랫폼정밀의료개론,PMC3014,3
강원혁신플랫폼의료정보표준화,PMC3015,3
강원혁신플랫폼의료영상처리,PMC3016,3
강원혁신플랫폼의료정보시스템,PMC3020,3
강원혁신플랫폼바이오유전체정보학,PMC3024,3
강원혁신플랫폼약물유전체학,PMC3025,3
강원혁신플랫폼생물정보학,PMC3026,3
강원혁신플랫폼병리학및생리학,PMC3027,3
강원혁신플랫폼임상의학,PMC3028,3
강원혁신플랫폼의생명빅데이터분석,PMC3029,3
강원혁신플랫폼인공지능신약개발,PMC3031,3
강원혁신플랫폼의료딥러닝,PMC3032,3
강원혁신플랫폼캡스톤프로젝트1,PMC3039,3
강원혁신플랫폼현장실습1,PMC3042,3
강원혁신플랫폼캡스톤프로젝트2,PMC3043,3
강원혁신플랫폼현장실습2,PMC3044,3
INTRODUCTION TO POLITICAL SCIENCE,POL1002,3
INTRODUCTION TO INT’L RELATIONS,POL1003,3
정치학개론,POL1004,3
고대중세서양정치사상,POL2101,3
국제관계론,POL2102,3
국제기구론,POL2103,3
비교정치론,POL2106,3
외교론,POL2108,3
정보사회의정치,POL2109,3
정치이론입문,POL2110,3
정치학방법론,POL2111,3
정치경제론,POL2112,3
한국의시민사회운동,POL2113,3
문화와정치,POL2115,3
전쟁과평화,POL2117,3
INTRODUCTION TO KOREAN POLITICS & GOVERNMENT 󰎇,POL2210,3
KOREAN POLITICS AND DEMOCRACY,POL2220,3
PUBLIC POLICY AND ADMINISTRATION,POL2821,3
POLITICAL DATA ANALYSIS: A QUANTITATIVE APPROACH,POL3010,3
KOREAN POLITICAL ECONOMY,POL3012,3
국제분쟁리스크관리,POL3101,3
계량정치분석,POL3102,3
근대서양정치사상,POL3104,3
동양정치사상,POL3105,3
동북아국제안보,POL3106,3
러시아외교정책,POL3107,3
러시아정치,POL3108,3
민주주의론,POL3110,3
북한외교정책,POL3111,3
외교안보와미디어,POL3113,3
외교정책론,POL3114,3
유럽정치,POL3115,3
일본정치와외교,POL3116,3
정치변동론,POL3117,3
중동정치,POL3119,3
한국외교정책,POL3120,3
한국의선거와의회,POL3121,3
일본과동아시아,POL3122,3
한국정치사,POL3123,3
현대국제정치사,POL3124,3
현대정치사상,POL3125,3
정치와영화,POL3126,3
외교의이론과실제,POL3127,3
미국정치사상,POL3128,3
한국정치사상,POL3130,3
탈근대정치사상,POL3131,3
정치이론과철학,POL3132,3
국가론,POL3133,3
KOREA & EAST ASIA INT’L HISTORY,POL3134,3
국가안보와정보,POL3135,3
한국의정당정치,POL3136,3
권력구조론,POL3139,3
동남아정치론,POL3140,3
INTERNATIONAL POLITICAL ECONOMY,POL3142,3
안보정책론,POL3149,3
AMERICAN ELECTIONS AND CAMPAIGNS,POL3150,3
법과정치,POL3151,3
비교헌정연구,POL3152,3
UNDERSTANDING CHINESE POLITICS,POL3153,3
국제개발협력과EU,POL3154,3
THE AMERICAN PRESIDENCY,POL3155,3
US AND WORLD,POL3156,3
한반도비핵화,POL3158,3
헌법,POL3159,3
POLITICS OF COLLABORATION AND INTEGRATION IN EUROPE,POL3825,3
INTERNATIONALSECURITY,POL3826,3
UNIFICATION POLICIES IN KOREAN PENINSULA,POL3827,3
UNITED STATES FOREIGN POLICY,POL3828,3
정당론,POL3829,3
미국정치,POL3830,3
COSMOPOLITANISM AND CRITICS,POL3831,3
SEMINAR ON GLOBAL CITIZENSHIP,POL3832,3
대통령리더십론,POL3833,3
동아시아국제정치경제론,POL3834,3
국제이주의정치학,POL3839,3
"복지,노동,젠더의 정치",POL3848,3
FOUNDATIONS OF MODERN INTERNATIONAL THOUGHT,POL3850,3
도시정치,POL3851,3
ELECTIONS IN COMPARATIVE,POL3855,3
환경-에너지정치,POL3856,3
THE TWO KOREAS,POL3858,3
"INTERNATIONAL LAW, POLITICS AND DISPUTE SETTLEMENT",POL3859,3
사회과학조사방법론,POL3862,3
한국정치론,POL3867,3
PUBLIC CHOICE,POL3869,3
RECONCILIATION AND JUSTICE IN EAST ASIA,POL3870,3
소셜네트워크와정치변동,POL3887,3
국제해양법과정치,POL3890,3
아프리카정치학,POL3891,3
INTERNATIONAL POLITICAL ECONOMY,POL4102,3
국제법과국제관계,POL4103,3
POLITICS OF INTERNATIONAL TRADE,POL4106,3
MODERN LIBERALISM AND ITS DISCONTENTS,POL4107,3
동아시아국제관계,POL4108,3
NORTH KOREAN POLITICS & FOREIGN POLICY,POL4110,3
시민.사회운동의이념과실제,POL4111,3
POLITICAL ECONOMY OF CHINA,POL4114,3
국제정의론,POL4127,3
NATIONALISM: THEORY AND PRACTICE,POL4128,3
한국정치과정세미나,POL4129,3
THE POLITICS OF THINGS,POL4133,3
"데이터,플랫폼그리고정치",POL4134,3
GLOBAL CHINA AND WORLD POLITICS,POL4135,3
MODERN DIPLOMATIC HISTORY,POL4412,3
COLLOQUIUM ON NATIONALISM & EAST ASIAN SECURITY,POL4421,3
GLOBAL POLITICS OF ENVIRONMENT,POL4822,3
정의론,POL4823,3
"ORDER, DISORDER AND SUSTAINABILITY IN THE GLOBAL ECONOMY",POL4827,3
국제법과국제기구,POL4829,3
CAUSES OF WAR AND PEACE IN INTERNATIONAL RELATIONS,POL4830,3
SECURITY & THE MEDIA IN KOREA,POL4831,3
마을학개론,POL4833,3
BARGAINING APPROACH TO INTERNATIONAL RELATIONS,POL4834,3
APPLIED DATA ANALYSIS,POL4835,3
합리적선택과안보,POL4838,3
게임이론과정치,POL4839,3
선거정치,POL4840,3
청렴및부패방지,PSI2007,1
인권경영과개인정보보호,PSI2008,1
주니어세미나ⓟ,PSY2001,1
심리학개론,PSY2103,3
심리학의실험연구방법,PSY2104,3
낙관주의심리학,PSY2109,3
충동과자기관리,PSY2110,3
VISION MIND AND BRAIN,PSY2111,3
건강심리학,PSY3102,3
동기와정서,PSY3103,3
발달심리학,PSY3105,3
사회심리학,PSY3111,3
문화심리,PSY3113,3
색채심리학,PSY3115,3
심리검사법,PSY3119,3
심리통계,PSY3122,3
언어심리학이론및실습,PSY3125,3
이상심리학,PSY3126,3
심리진단,PSY3129,3
조직심리학,PSY3133,3
집단심리학,PSY3135,3
학습과기억의심리학,PSY3137,3
소비자심리학,PSY3138,3
인지신경과학의기초,PSY3146,3
가족과결혼,PSY3159,3
장노년심리학,PSY3160,3
심리학현장실습ⓟ,PSY3161,6
아동청소년심리장애,PSY3162,3
완벽주의와정신건강,PSY3163,3
행복의과학,PSY3164,3
정서적적응과부적응의이해,PSY3166,3
인지와정서조절,PSY3168,3
인적요인과산업현장안전관리,PSY3169,3
생물심리학,PSY3171,3
실용도구로서의AI입문,PSY3172,3
행동심리학과디지털멘탈케어,PSY3173,3
법심리학,PSY4102,3
사회문제와심리학,PSY4103,3
의사결정의심리학,PSY4111,3
임상심리학,PSY4113,3
진로상담,PSY4115,3
집단치료,PSY4117,3
성격심리학,PSY4121,3
인지공학심리학,PSY4122,3
인지심리학,PSY4123,3
지각심리학,PSY4125,3
산업심리학,PSY4126,3
인지발달,PSY4127,3
행동치료및실습,PSY4128,3
사회정서신경과학,PSY4130,3
자기관리기술,PSY4131,3
심리학연구실습(1),PSY4132,1
심리학연구실습(2),PSY4133,1
상담의이론과실제,PSY4134,3
심리치료,PSY4135,3
기억의신경과학,PSY4136,3
스타트업과심리과학,PSY4137,3
재능과기술의심리학,PSY4141,3
지역사회공동체심리학,PSY4142,3
디자인심리학,PSY4143,3
시각신경과학,PSY4146,3
디지털정신건강과행동심리학,PSY4147,3
일과의미의심리학,PSY4148,3
행정학개론,PUB1101,3
공공관리경제학,PUB2101,3
관료제와민주주의,PUB2102,3
인력관리론,PUB2104,3
재정학,PUB2105,3
전자정부론,PUB2106,3
정책학개론,PUB2107,3
ORGANIZATION THEORY,PUB2108,3
한국정부론,PUB2109,3
거버넌스와민주주의,PUB2120,3
헌법과민주행정,PUB2121,3
현대비교정부론,PUB2122,3
대통령과국정관리,PUB3101,3
사람과도시,PUB3102,3
복지정책론,PUB3103,3
재무행정론,PUB3105,3
정부와기업,PUB3106,3
정책집행론,PUB3107,3
정책형성론,PUB3108,3
조직행태론,PUB3109,3
지방행정과 공동체,PUB3110,3
지역개발론,PUB3111,3
행정과정론,PUB3112,3
행정법(1):행정법총론,PUB3113,3
행정법(2):행정구제법,PUB3114,3
행정학사례분석연습,PUB3115,3
공공의사결정론,PUB3116,3
행정학영어특강,PUB3117,3
프로젝트관리론,PUB3119,3
문화정책론,PUB3120,3
공공관리이론과사례,PUB3121,3
정책평가론,PUB3123,3
행정수단론,PUB3125,3
조직과환경,PUB3126,3
세계화와조직,PUB3127,3
전략적기획론,PUB3128,3
공기업의이해와관리,PUB3129,3
산업정책론,PUB3130,3
예술행정,PUB3132,3
비교정책론,PUB3133,3
국가경제와국가경쟁력,PUB3134,3
조세정책의이해,PUB3135,3
조직론,PUB3136,3
공공가치이론과실제,PUB3137,3
사회문제해결을위한공공정책,PUB3138,3
거버넌스와민주주의,PUB3139,3
관료제와민주주의,PUB3140,3
현대비교정부론,PUB3141,3
비교발전행정론,PUB4101,3
정부간관계론,PUB4102,3
정부규제론,PUB4103,3
정부예산론,PUB4104,3
조사방법론,PUB4105,3
한국행정론,PUB4106,3
행정학방법론,PUB4107,3
정부개혁론,PUB4109,3
미국정부론,PUB4110,3
과학기술정책론,PUB4111,3
리더십과거버넌스,PUB4112,3
정부회계학(1),PUB4113,3
국제통상정책의 이론과 실제,PUB4115,3
세계거버넌스와국제행정,PUB4117,3
제도와조직,PUB4118,3
정부와비영리기구,PUB4120,3
행정법(3):행정법각론,PUB4121,3
국제개발협력과발전행정,PUB4122,3
"혁신,창업과정책",PUB4201,3
정책관리론,PUB4202,3
환경정책과지속가능성,PUB4203,3
사회과학연구설계세미나,PUB4204,3
통합사회교육론,QQM3002,3
물리교육론,QQM3003,3
화학교육론,QQM3004,3
지리교육론,QQM3005,3
생물교육론,QQM3006,3
지구과학교육론,QQM3007,3
한국지리교육론,QQM3011,3
통합과학교육론,QQM3012,3
지질학,QQM3013,3
지구과학 및 실험,QQN3001,3
천문과학,QQN3002,3
대기과학,QQN3003,3
지구물리학,QQN3004,3
경제지리,QQO3001,3
사적조사 및 현장교육,QQO3006,3
역사교육론,QQO3010,3
INTRODUCTION TO QUANTITATIVE RISK MANAGEMENT,QRM1001,3
FUNDAMENTAL ECONOMIC ANALYSIS,QRM2001,3
FINANCIAL DATA ANALYSIS,QRM2002,3
STATISTICAL ANALYTIC METHODS,QRM2004,3
THEORY OF FINANCIAL ANALYSIS,QRM3001,3
PORTFOLIO THEORY AND APPLICATION,QRM3002,3
PRINCIPLES OF FINANCIAL ENGINEERING,QRM3003,3
REGRESSION ANALYSIS,QRM3004,3
MATHEMATICAL STATISTICS,QRM3005,1
ANALYTICS FOR SOCIAL INNOVATION,QRM4001,3
의학용어,RAD1002,2
방사선물리학,RAD2003,3
인체생리학,RAD2010,3
디지털회로및실험,RAD2011,4
방사선응용수학,RAD2014,3
인체해부학,RAD2015,3
디지털영상처리및실험,RAD2016,3
방사선학개론및실험,RAD2017,3
전기전자공학및실험,RAD2018,3
의료산업개론,RAD2019,3
방사선응용프로그래밍(1),RAD2020,3
방사선생물학,RAD3005,3
방사선영상및실험,RAD3025,3
방사선안전관리학,RAD3027,3
방사선특수촬영학,RAD3032,3
방사선일반촬영학,RAD3033,3
CT영상학및실험,RAD3034,3
MR영상학및실험,RAD3035,3
영상정보학및실험,RAD3036,3
의료초음파및실험,RAD3037,3
핵의학영상학및실험,RAD3038,3
방사선치료학및실험,RAD3040,3
방사선기기학및실험,RAD3041,3
공중보건학,RAD3042,2
의료관계법규,RAD3043,1
방사선융합영상실습(캡스톤디자인),RAD3045,3
방사선계측및실험,RAD3046,3
방사선영상및실험,RAD3047,3
의료기기품질관리시스템,RAD3048,3
의료영상판독,RAD3051,3
방사선관계법규,RAD3052,3
MEDICI 장기 현장실습,RAD3053,9
방사선응용프로그래밍(2),RAD3054,3
창의적방사선과학(캡스톤디자인),RAD3055,3
방사선안전세미나1,RAD3056,1
방사선안전세미나2,RAD3057,1
방사선응용회로및실험,RAD3058,3
방사선학현장실습(2),RAD4021,3
방사선학현장실습(3),RAD4022,1
방사선학현장실습(4),RAD4023,1
방사선임상특론,RAD4024,3
방사선학현장실습(1),RAD4025,3
학부연구(1),RAD4028,2
학부연구(2),RAD4029,2
학부연구(3),RAD4030,2
학부연구(4),RAD4031,2
원자력공학개론,RAD4032,3
SODO학부연구(1),RAD4033,2
SODO학부연구(2),RAD4034,2
방사선사현장실습(1),RAD4035,3
방사선사현장실습(2),RAD4036,3
러시아학의이해,RUS1100,3
주니어세미나,RUS2001,1
UT세미나,RUS2002,1
러시아문학의이해,RUS2003,3
중급러시아어(1),RUS2103,3
중급러시아어(2),RUS2104,3
중급러시아어연습(1),RUS2105,3
중급러시아어연습(2),RUS2106,3
러시아어학의이해,RUS2112,3
러시아언어문화,RUS2113,3
도시와문화,RUS2130,3
러시아문화체험,RUS2133,3
현대러시아대중문화,RUS2135,3
현대유라시아지역이해,RUS2136,3
한러교류사,RUS2137,3
러시아문학의주인공들,RUS2138,3
러시아단편소설,RUS2139,3
현대러시아어와사회,RUS2140,3
고급러시아어연습(1),RUS3103,3
고급러시아어연습(2),RUS3104,3
고급러시아어(1),RUS3105,3
고급러시아어(2),RUS3106,3
푸시킨,RUS3107,3
러시아드라마예술,RUS3111,3
톨스토이,RUS3113,3
러시아사전의이해,RUS3126,3
러시아문학과젠더,RUS3127,3
러시아비주얼아트,RUS3128,3
문학과혁명정신,RUS3130,3
슬라브세계와언어,RUS3137,3
러시아어학세미나,RUS3138,3
도스토옙스키,RUS3139,3
러시아역사와문화,RUS3140,3
사실주의소설,RUS3141,3
시베리아극동지역연구,RUS3143,3
러시아어와미디어,RUS3144,3
현대러시아공연예술,RUS3145,3
러시아어작문연습(1),RUS3206,3
시사텍스트강독(1),RUS3208,3
체홉,RUS3209,3
러시아시와로망스,RUS4104,3
러시아문학이론과비평,RUS4106,3
러시아문학세미나,RUS4108,3
러시아어조어론,RUS4109,3
러시아어어휘론,RUS4111,3
러시아어의어제와오늘,RUS4112,3
커리어러시아어,RUS4115,3
러시아어의구조,RUS4116,3
현대러시아문학,RUS4120,3
TORFL러시아어,RUS4201,3
러시아명작원문강독,RUS4202,3
러시아문학과세계문학,RUS4203,3
러시아어문법연구,RUS4204,3
러시아어작문연습(2),RUS4207,3
시사텍스트강독(2),RUS4209,3
러시아문화원어세미나,RUS4210,3
러시아지성사,RUS4211,3
망명문학과나보코프,RUS4212,3
러시아어정보학,RUS4213,3
전기 전자계산(1),SCI2001,2
전기 전자계산(2),SCI2002,2
지능형반도체개론,SCT3001,3
전자회로,SCT3002,3
재료,SCT3003,3
재료,SCT3004,3
나노공정,SCT3303,3
반도체,SCT3307,3
반도체산업의이해,SCT4001,3
디스플레이기술,SCT4314,3
INTRODUCTION TO SUSTAINABLE DEVELOPMENT AND COOPERATION,SDC1001,3
INTRODUCTION TO GLOBAL AFFAIRS,SDC1002,3
HISTORY OF INTERNATIONAL DEVELOPMENT,SDC2001,3
ENERGY AND ENVIRONMENTAL POLICY,SDC2002,3
KOREA'S DIPLOMACY ON SUSTAINABLE DEVELOPMENT,SDC2003,3
DEVELOPMENT AND MIGRATION,SDC2005,3
CULTURE AND SOCIAL INNOVATION,SDC2006,3
SUSTAINABLE DEVELOPMENT AND CIVIL SOCIETY,SDC2100,3
ODA: THEORY AND PRACTICE,SDC2101,3
INFRASTRUCTURE AND DEVELOPMENT,SDC3001,3
ENVIRONMENT AND DEVELOPMENT,SDC3002,3
DEVELOPMENT FIELD RESEARCH,SDC3003,3
SUSTAINABLE DEVELOPMENT AND URBANIZATION,SDC3004,3
POLITICAL ECONOMY OF CLIMATE CHANGE,SDC3005,3
PUBLIC HEALTH AND DEVELOPMENT,SDC3006,3
COOPERATION AND SUPPORT FOR SUSTAINABLE DEVELOPMENT,SDC3007,3
SUSTAINABLE ENERGY POLICY ANALYSIS,SDC3008,3
SUSTAINABLE DEVELOPMENT AND ISSUES ON INEQUALITY,SDC3010,3
GENDER AND DEVELOPMENT,SDC3011,3
SENIOR RESEARCH SEMINAR IN INTERNATIONAL DEVELOPMENT,SDC4001,3
SOCIAL INNOVATION AND SUSTAINABLE DEVELOPMENT,SDC4002,3
GLOBAL HEALTH AND DEVELOPMENT,SDC4003,3
SUSTAINABLE DEVELOPMENT GOALS AND IMPLEMENTATION,SDC4005,3
INTRODUCTION TO INTEGRATED SCIENCE AND ENGINEERING,SED1001,3
PHYSICAL CHEMISTRY (1),SED2001,3
LAB ON ORGANIC CHEMISTRY,SED2002,3
FUNDAMENTALS OF QUANTUM PHYSICS,SED2004,3
COMPUTER PROGRAMMING FOR ISED,SED2005,3
INSTRUMENTAL ANALYSIS LABORATORY,SED2006,3
ORGANIC MATERIALS AND LABORATORY,SED2007,3
CLASSICAL MECHANICS,SED2008,3
MATHEMATICAL METHODS,SED2009,3
MECHANICS OF NEWTON AND LAGRANGE,SED2100,3
JUNIOR INDEPENDENT STUDY,SED3001,3
INTEGRATED SCIENCE LABORATORY,SED3003,3
COLLOIDAL NANOPARTICLES LABORATORY,SED3005,3
BASIC ELECTRONICS AND LAB,SED3006,3
INTRODUCTION TO DIGITAL CIRCUIT DESIGN,SED3007,3
ISED CREATIVE RESEARCH,SED4001,3
INTRODUCTION TO NEURAL NETWORK,SED4002,3
FILM CHARACTERIZATION TECHNIQUES AND LABORATORY,SED4003,3
강원혁신플랫폼스마트수소개론,SHC3014,3
강원혁신플랫폼디지털신호처리,SHC3015,3
강원혁신플랫폼유기화학,SHC3016,3
강원혁신플랫폼에너지통계학,SHC3017,3
강원혁신플랫폼친환경에너지열역학,SHC3018,3
강원혁신플랫폼수소저장및운송기술,SHC3019,3
강원혁신플랫폼화학공정제어,SHC3020,3
강원혁신플랫폼연소공학,SHC3021,3
강원혁신플랫폼가스설비및계측기기,SHC3022,3
강원혁신플랫폼열시스템설계,SHC3023,3
강원혁신플랫폼전력전자공학,SHC3025,3
강원혁신플랫폼수소인프라안전공학,SHC3029,3
강원혁신플랫폼에너지소재공학,SHC3030,3
강원혁신플랫폼에너지비철재료,SHC3031,3
강원혁신플랫폼전기화학에너지공학,SHC3032,3
강원혁신플랫폼수소재료특론,SHC3033,3
강원혁신플랫폼에너지변환저장소재,SHC3034,3
강원혁신플랫폼 그린에너지촉매,SHC3038,3
강원혁신플랫폼수소에너지응용기술,SHC3040,3
강원혁신플랫폼연료전지시스템,SHC3041,3
고급프로그래밍,SIT1001,3
융합공학개론,SIT1014,1
고급알고리즘,SIT2001,3
회로,SIT2002,3
신호,SIT2005,3
소자,SIT2006,3
융합수학(1),SIT2101,3
융합수학(2),SIT2102,3
융합물리,SIT2103,3
개별연구지도(1),SIT3010,1
개별연구지도(2),SIT3012,1
개별연구지도(3),SIT3015,1
융합공학의이해,SIT3018,1
개별연구지도(4),SIT3020,1
개별연구지도(5),SIT3025,1
나노공정프로젝트,SIT4201,4
통섭연구(1),SIT4202,3
SW프로젝트,SIT4204,4
통섭연구(2),SIT4308,3
메카트로닉스프로젝트,SIT4312,4
농구,SLS1101,1
태권도(1),SLS1103,1
수영(1),SLS1104,1
유도(1),SLS1107,1
골프(1),SLS1109,1
테니스(1),SLS1113,1
테니스(2),SLS1114,1
배드민턴,SLS1115,1
요가(1),SLS1121,1
동계스포츠(1),SLS1200,1
스포츠응용산업학개론,SLS1201,3
스포츠행정및경영,SLS1202,3
태권도(2),SLS2106,1
재활운동실기,SLS2110,1
보디빌딩(1),SLS2111,1
스킨스쿠바,SLS2112,1
골프(2),SLS2114,1
승마(1),SLS2117,1
수상스포츠,SLS2118,1
수영(2),SLS2120,1
승마(2),SLS2122,1
보디빌딩(2),SLS2131,1
풋살(1),SLS2161,1
피클볼(1),SLS2181,1
스포츠문화사,SLS2202,3
스포츠사회학,SLS2203,3
축구(1),SLS2209,1
야구(1),SLS2210,1
스포츠응용심리학,SLS2218,3
퍼포먼스트레이닝,SLS2231,1
축구(2),SLS2300,1
골프비즈니스경영,SLS2766,3
스포츠조직및거버넌스,SLS2767,3
신체활동과건강증진,SLS2768,3
평생스포츠탐색,SLS2770,3
근력운동과컨디셔닝운동의해부,SLS3118,3
여가학,SLS3204,3
스포츠투어리즘,SLS3205,3
특수체육,SLS3210,3
발레필라테스,SLS3230,1
스포츠정책의이해,SLS3303,3
뉴스포츠지도및실습,SLS3312,3
스포츠저널리즘,SLS3323,4
스포츠스폰서십마케팅,SLS3401,3
운동기술향상및관리,SLS4002,3
경기분석방법론,SLS4003,3
졸업실기ⓟ,SLS4102,1
스포츠응용산업전공실습(2),SLS4202,1
스포츠정책및법,SLS4205,3
스포츠응용산업연구법,SLS4206,3
스포츠응용산업윤리및리더십,SLS4207,3
스포츠레저카운셀링,SLS4209,3
스포츠의학의이론과실제,SLS4210,3
스포츠비즈니스,SLS4211,3
스포츠서비스,SLS4212,3
스포츠와정신건강,SLS4213,3
자연과스포츠교육론,SLS4215,3
스포츠커뮤니케이션,SLS4222,3
사회학의이해,SOC1002,3
사회문제,SOC1003,3
근대사회사상의흐름,SOC1004,3
사회조사입문,SOC2102,3
사회통계학,SOC2103,3
수리사회학,SOC2105,3
인권과사회,SOC2106,3
미래의사회학,SOC2107,3
교육과사회불평등,SOC3000,3
사회사상,SOC3202,3
사회학이론,SOC3204,3
생애과정과사회이동,SOC3302,3
도시공간과사회,SOC3304,3
사회구조와행위론,SOC3306,3
조직이론,SOC3307,3
문화와사회,SOC3311,3
한국사회론,SOC3312,3
사회학특강(2),SOC3315,3
사회변동,SOC3401,3
동아시아사회비교,SOC3402,3
사회정책,SOC3501,3
정치사회학,SOC3503,3
사회심리학,SOC3601,3
가족사회학,SOC3603,3
지식ㆍ정보사회,SOC3604,3
대중문화연구,SOC3610,3
성과사회,SOC3611,3
예술과사회,SOC3613,3
영화와사회,SOC3614,3
사회학특강(1),SOC3701,3
사회학특강(3),SOC3704,3
경제사회학,SOC3706,3
발전사회학,SOC3707,3
인지심리사회학,SOC3801,3
일반사회교육론,SOC3830,3
일반사회논리및논술,SOC3831,3
일반사회교재연구및지도법,SOC3832,3
사회참여적예술,SOC3833,3
재난사회학,SOC3995,3
사회연구논문,SOC4101,3
종교사회학,SOC4102,3
시민사회론,SOC4104,3
현대조직연구,SOC4106,3
사회과학방법론,SOC4108,3
의료사회학,SOC4110,3
시장과사회,SOC4113,3
사회현장실습(인턴쉽),SOC4114,3
역사사회학,SOC4115,3
비교사회학,SOC4116,3
현대사회론,SOC4117,3
사회계층과불평등,SOC4118,3
법과사회,SOC4119,3
사회조사분석,SOC4121,3
몸과마음의사회학,SOC4122,3
현대사회학이론특강,SOC4204,3
일과직업,SOC4303,3
동아시아의대안적근대성,SOC4305,3
집합행동과사회운동,SOC4501,3
범죄사회학,SOC4503,3
한국사회의변동과사회사상,SOC4702,3
연결망이론과분석,SOC4703,2
소셜데이터조사분석,SOC4704,3
사회과학도를위한법의이해,SOS2001,3
데이터기반사회분석,SOS2002,3
사회과학도를위한민법의기초,SOS2004,3
파이썬을이용한데이터과학입문,SOS2005,3
전산사회과학의이론과실제,SOS2006,3
AI융복합사회과학캡스톤:정치와정책,SOS2007,3
디지털인류학연습,SOS3001,3
디지털도시,SOS3002,3
사회과학자양성세미나,SOS4001,3
데이터사회과학,SOS4002,3
파이썬을이용한온라인데이터분석,SOS4003,3
사회복지개론,SOW1101,3
사회과학과사회복지,SOW2101,3
사회복지발달사,SOW2102,3
사회복지실천론,SOW2103,3
인간행동과사회환경,SOW2104,3
교정복지론,SOW3102,3
노인복지론,SOW3103,3
보건복지론,SOW3104,3
빈곤론,SOW3105,3
사회문제론,SOW3106,3
사회복지실천기술론,SOW3107,3
사회복지윤리와철학,SOW3108,3
사회복지자료분석론,SOW3109,3
사회복지정책론,SOW3110,3
사회복지조사론,SOW3111,3
사회복지특강,SOW3113,3
사회복지행정론,SOW3114,3
사회복지현장실습,SOW3115,3
산업복지론,SOW3116,3
아동복지론,SOW3117,3
여성복지론,SOW3118,3
의료사회사업론,SOW3119,3
자원봉사론,SOW3120,3
장애인복지론,SOW3121,3
정신보건사회복지론,SOW3122,3
지역사회복지론,SOW3123,3
청소년복지론,SOW3124,3
학교사회사업론,SOW3125,3
사회복지와인권,SOW3126,3
고급사회복지현장실습,SOW4101,3
고급사회복지특강,SOW4103,3
비영리조직관리와사회복지,SOW4105,3
사회보장론,SOW4106,3
사회복지법제,SOW4107,3
프로그램개발과평가,SOW4108,3
폭력과사회복지,SOW4110,3
가족복지론,SOW4111,3
통계학입문,STA1001,3
미분적분학,STA1002,3
UT세미나,STA2005,1
선형대수,STA2102,3
수리통계학(1),STA2103,3
R과파이썬프로그래밍,STA2104,3
통계방법론,STA2105,3
다변량통계분석,STA3102,3
범주형자료분석,STA3104,3
베이즈통계,STA3105,3
비모수통계학,STA3107,3
생존자료분석,STA3108,3
수리통계학(2),STA3109,3
시계열분석,STA3110,3
실험계획법,STA3111,3
응용확률모형론,STA3113,3
탐색적자료분석,STA3115,3
통계학의응용(1),STA3122,3
데이터사이언스표본추출이론,STA3123,3
데이터사이언스를위한확률과정,STA3124,3
회귀분석,STA3125,3
수리통계학(1),STA3126,3
통계전산,STA3127,3
금융리스크관리실무와통계학,STA3129,3
데이터사이언스실전(1),STA3130,1
데이터사이언스실전(2),STA3131,1
데이터공학,STA3133,3
데이터사이언스를위한자료구조및알고리즘,STA3135,3
딥러닝,STA3140,3
머신러닝을위한수학,STA3141,3
통계적머신러닝,STA3142,3
데이터사이언스를위한컴퓨터비전,STA3143,3
강화학습,STA3150,3
그래프신경망모형,STA3200,3
금융통계학,STA4102,3
데이터마이닝,STA4103,3
이론통계학(2),STA4104,3
통계학의응용(2),STA4108,3
통계자료분석,STA4109,3
실해석학,STA4110,3
보험통계,STA4111,3
보험통계(2),STA4112,3
손해보험통계,STA4114,3
이론통계학(1),STA4115,3
데이터사이언스(2):네트워크자료분석,STA4117,3
인과적추론,STA4118,3
데이터사이언스를위한QISKIT,STA4119,3
고급데이터사이언스방법론,STA4120,3
데이터사이언스를위한정보이론,STA4122,3
데이터사이언스를위한최적화개론,STA4123,3
생성모델,STA4124,3
고차원자료분석,STA4125,3
"INTRODUCTION TO SCIENCE, TECHNOLOGY, AND POLICY",STP1001,3
POLICY ANALYSIS,STP2001,3
PHILOSOPHY OF SCIENCE AND TECHNOLOGY,STP2002,3
THE RISE OF MODERN SCIENCE,STP2004,3
IT AND SOCIO-ECONOMIC CHANGE,STP2006,3
POLITICS OF WASTE: ECOLOGY AND THE COMMONS,STP2008,3
TEXT ANALYSIS WITH PYTHON,STP2009,3
ECOLOGY AND LAW,STP3001,3
HUMAN BRAIN IN SOCIAL CONTEXT,STP3002,3
ETHICS AND EMERGING TECHNOLOGY,STP3003,3
POLITICAL ECONOMY OF FUNDING R&D,STP3004,3
ORGANIZATION THEORY,STP3006,3
SOCIAL INNOVATION SEMINAR,STP3007,3
